Contacted?,Result?,County,School,Entity Type,Website,Phone,Phone Extension,Email,Administrator Name,Administrator Phone,Administrator Phone Ext.,PTO Contact Name,PTO Contact Number,PTO Contact Email,Notes
FALSE,,Sierra,Sierra County Special Education,Special Education Schools (Public),www.sierracountyschools.org,(530) 993-4485,No Data,hbethke@spjusd.org,Heidi Bethke,(530) 993-1660,170,,,,
FALSE,,Sierra,Downieville Elementary,Elementary Schools (Public),http://dvl.sierracountyschools.org,(530) 289-3473,No Data,jberardi@spjusd.org,James Berardi,(530) 289-3473,410,,,,
FALSE,,Sierra,Downieville Junior-Senior High,High Schools (Public),http://dvl.sierracountyschools.org,(530) 289-3473,No Data,jberardi@spjusd.org,James Berardi,(530) 289-3473,410,,,,
FALSE,,Sierra,Loyalton Elementary,Elementary Schools (Public),http://les.sierracountyschools.org,(530) 993-4482,No Data,sarmstrong@spjusd.org,Staci Armstrong,(530) 993-4482,210,,,,
FALSE,,Sierra,Loyalton High,High Schools (Public),http://lhs.sierracountyschools.org,(530) 993-4454,No Data,cgriffin@spjusd.org,Caroline Griffin,(530) 993-4454,310,,,,
FALSE,,Sierra,Loyalton Middle,Intermediate/Middle Schools (Public),www.sierracountyschools.org,(530) 993-4483,No Data,lpetterson1@spjusd.org,Laurie Petterson,(530) 993-4483,610,,,,
FALSE,,Sierra,Sierra Pass (Continuation),Continuation High Schools,www.sierracountyschools.org,(530) 993-1660,160,cgriffin@spjusd.org,Caroline Griffin,(530) 993-4454,310,,,,
FALSE,,Sierra,William R. Rouse ROP,ROC/ROP,www.sierra-coe.k12.ca.us,(530) 944-3398,No Data,jmitchell@spjusd.org,Stan Hardeman,No Data,No Data,,,,
FALSE,,Siskiyou,Big Springs Elementary,Elemen Schools In 1 School Dist. (Public),http://bigspringsschool.org,(530) 459-3189,No Data,tbanbury@sisnet.ssku.k12.ca.us,Tamera Banbury,(530) 459-3189,No Data,,,,
FALSE,,Siskiyou,Tribe of Gad Creative Learning Homeschool,K-12 Schools (Private),No Data,(530) 408-9548,No Data,nps@cde.ca.gov,Jantrail Gadson,No Data,No Data,,,,
FALSE,,Siskiyou,Bogus Elementary,Elemen Schools In 1 School Dist. (Public),No Data,(530) 459-3163,No Data,esalvestro@bogus.k12.ca.us,Erika Salvestro,(530) 459-3163,No Data,,,,
FALSE,,Siskiyou,Butte Valley Adult,Adult Education Centers,www.bvalusd.org,(530) 397-4000,No Data,ljohnson@bvalusd.org,Jared Pierce,(209) 628-5043,No Data,,,,
FALSE,,Siskiyou,Butte Valley Elementary,Elementary Schools (Public),www.bvalusd.org,(530) 397-3900,No Data,mhall@bvalusd.org,Marian Hall,(530) 397-3900,No Data,,,,
FALSE,,Siskiyou,Butte Valley High,High Schools (Public),www.bvalusd.org,(530) 397-3990,No Data,jpierce@bvalusd.org,Jared Pierce,(530) 397-3990,No Data,,,,
FALSE,,Siskiyou,Cascade High,Continuation High Schools,www.bvalusd.org,(530) 397-4000,No Data,jpierce@bvalusd.org,Jared Pierce,(530) 397-4000,No Data,,,,
FALSE,,Siskiyou,Picard Community Day Elementary,District Community Day Schools,No Data,(530) 397-4000,No Data,jpierce@bvalusd.org,Jared Pierce,(530) 397-4000,No Data,,,,
FALSE,,Siskiyou,Butteville Elementary,Elemen Schools In 1 School Dist. (Public),www.butteville.k12.ca.us/,(530) 938-2255,No Data,eric.bragg@butteville.k12.ca.us,Eric Bragg,(530) 938-2255,No Data,,,,
FALSE,,Siskiyou,Delphic Elementary,Elemen Schools In 1 School Dist. (Public),https://delphic.k12.ca.us,(530) 842-3653,No Data,jcarver@delphic.k12.ca.us,Jami Carver,(530) 842-3653,No Data,,,,
FALSE,,Siskiyou,Dunsmuir Elementary,Elemen Schools In 1 School Dist. (Public),https://dunsmuir.k12.ca.us,(530) 235-4828,204,skeeler@dunsmuir.k12.ca.us,Suan Keeler,(530) 235-4828,201,,,,
FALSE,,Siskiyou,Dunsmuir Adult,Adult Education Centers,www.dunsmuirhigh.k12.ca.us,(530) 235-4835,210,rkellar@sisnet.k12.ca.us,Ray Kellar,(530) 235-4835,109,,,,
FALSE,,Siskiyou,Dunsmuir High,High Schools (Public),www.dunsmuirhigh.k12.ca.us,(530) 235-4835,210,rkellar@dunsmuirhigh.k12.ca.us,Ray Kellar,(530) 235-4835,109,,,,
FALSE,,Siskiyou,Dunsmuir Joint Union High Community Day,District Community Day Schools,No Data,(530) 235-4835,210,rkellar@dunsmuirhigh.k12.ca.us,Ray Kellar,(530) 235-4835,109,,,,
FALSE,,Siskiyou,Gazelle Elementary,Elemen Schools In 1 School Dist. (Public),http://gazelle.k12.ca.us,(530) 435-2321,No Data,mweed@gazelle.k12.ca.us,Missie Weed,(530) 435-2321,No Data,,,,
FALSE,,Siskiyou,Grenada Elementary,Elemen Schools In 1 School Dist. (Public),www.grenadaesd.org,(530) 436-2233,No Data,gesd.superintendent@grenada.k12.ca.us,Jonathon Burt,(530) 436-2233,No Data,,,,
FALSE,,Siskiyou,Happy Camp Union Elementary,Elemen Schools In 1 School Dist. (Public),http://happycampca.apptegy.us/o/hces,(530) 493-2267,No Data,rvandyke@happycamp.k12.ca.us,Rand Van Dyke,(530) 493-2267,No Data,,,,
FALSE,,Siskiyou,Peppertree Home Education,K-12 Schools (Private),No Data,Information Redacted,No Data,kaitlinevans@live.com,Kaitlin Evans,No Data,No Data,,,,
FALSE,,Siskiyou,Hornbrook Elementary,Elemen Schools In 1 School Dist. (Public),www.hornbrookschool.org,(530) 475-3598,No Data,jwilliams@hornbrookschool.org,Matthew Dustan,(530) 475-3598,No Data,,,,
FALSE,,Siskiyou,Forks of Salmon Elementary,Elementary Schools (Public),https://sites.google.com/a/sisnet.ssku.k12.ca.us/junction-elementary-school/home,(530) 462-4762,No Data,kstremberg@siskiyoucoe.net,Kristian Stremberg,(530) 331-9620,No Data,,,,
FALSE,,Siskiyou,Junction Elementary,Elementary Schools (Public),https://sites.google.com/a/sisnet.ssku.k12.ca.us/junction-elementary-school/home,(530) 469-3373,No Data,kstremberg@siskiyoucoe.net,Kristian Stremberg,No Data,No Data,,,,
FALSE,,Siskiyou,Klamath River Elementary,Elemen Schools In 1 School Dist. (Public),www.sisnet.ssku.k12.ca.us/~klamaftp,(530) 496-3406,No Data,jcarver@sisnet.ssku.k12.ca.us,Jami Carver,(530) 496-3406,No Data,,,,
FALSE,,Siskiyou,Little Shasta Elementary,Elemen Schools In 1 School Dist. (Public),https://lse-lsesd-ca.schoolloop.com/,(530) 459-3269,No Data,ksalvestro@littleshasta.k12.ca.us,Kayla Salvestro,(530) 459-3269,No Data,,,,
FALSE,,Siskiyou,McCloud Elementary,Elemen Schools In 1 School Dist. (Public),No Data,(530) 964-2133,No Data,scain@sisnset.ssku.k12.ca.us,Shelley Cain,(530) 964-2133,104,,,,
FALSE,,Siskiyou,Montague Elementary,Elemen Schools In 1 School Dist. (Public),www.montagueschools.net,(530) 459-3001,1003,mdustan@montague.k12.ca.us,Matthew Dustan,(530) 459-3001,1003,,,,
FALSE,,Siskiyou,Mt. Shasta Elementary,Elementary Schools (Public),www.mountshastaelementary.com,(530) 926-3434,No Data,sjankowski@msusd.org,Sarah Jankowski,(530) 926-3434,No Data,,,,
FALSE,,Siskiyou,Sisson,Intermediate/Middle Schools (Public),www.sissonschool.org,(530) 926-3846,No Data,kale@msusd.org,Kale Riccomini,(530) 926-3846,No Data,,,,
FALSE,,Siskiyou,The Gathering Christian Academy,K-12 Schools (Private),No Data,(530) 925-9823,No Data,nps@cde.ca.gov,Michael Newby,No Data,No Data,,,,
FALSE,,Siskiyou,Borchard Academy,Elementary School (Private),No Data,(530) 598-6094,No Data,nps@cde.ca.gov,Mary Heffernan,No Data,No Data,,,,
FALSE,,Siskiyou,Etna Elementary,Elementary Schools (Public),No Data,(530) 467-3320,No Data,tpiersall@svusd.us,Barbara Thackeray,(530) 467-3320,No Data,,,,
FALSE,,Siskiyou,Etna Union High,High Schools (Public),No Data,(530) 467-3244,No Data,jisbell@svusd.us,Joy Isbell,(530) 467-3244,No Data,,,,
FALSE,,Siskiyou,Fort Jones Elementary,Elementary Schools (Public),No Data,(530) 468-2412,No Data,rlang@svusd.us,Raylene Lang,(530) 468-2412,No Data,,,,
FALSE,,Siskiyou,Scott River High,Continuation High Schools,No Data,(530) 467-5279,No Data,jisbell@svusd.us,Joy Isbell,No Data,No Data,,,,
FALSE,,Siskiyou,Scott Valley Adult,Adult Education Centers,No Data,(530) 467-5279,No Data,bmoyles@svusd.us,Brianna Moyles,No Data,No Data,,,,
FALSE,,Siskiyou,Scott Valley Christian Academy,K-12 Schools (Private),No Data,(530) 468-4118,No Data,svcaeagles@yahoo.com,Laura Dysert,No Data,No Data,,,,
FALSE,,Siskiyou,Scott Valley Community Day,District Community Day Schools,No Data,(530) 467-5279,No Data,mmiglis@svusd.us,Micheline Miglis,No Data,No Data,,,,
FALSE,,Siskiyou,Scott Valley Junior High,Junior High Schools (Public),www.svusd.us/svjh,(530) 468-5565,No Data,efowle@svusd.us,Erin Fowle,(530) 468-5565,No Data,,,,
FALSE,,Siskiyou,Treasure Stones Family Academy,K-12 Schools (Private),No Data,Information Redacted,No Data,nps@cde.ca.gov,Bobbi Krin,No Data,No Data,,,,
FALSE,,Siskiyou,Seiad Elementary,Elemen Schools In 1 School Dist. (Public),No Data,(530) 496-3308,No Data,mjackson@seiad.k12.ca.us,Marsha Jackson,(530) 496-3308,No Data,,,,
FALSE,,Siskiyou,Golden Eagle Charter,K-12 Schools (Public),www.gecs.org,(530) 926-5800,No Data,shellya@gecs.org,Shelly Blakely,(530) 926-5800,No Data,,,,
FALSE,,Siskiyou,Northern United - Siskiyou Charter,K-12 Schools (Public),www.nucharters.org,(530) 842-4509,No Data,slovett@nucharters.org,Shari Lovett,(707) 445-2660,110,,,,
FALSE,,Siskiyou,Siskiyou County Special Education,Special Education Schools (Public),www.siskiyoucoe.net,(530) 842-8432,No Data,dmedeiros@siskiyoucoe.net,Debbie Medeiros,(530) 842-8432,No Data,,,,
FALSE,,Siskiyou,Siskiyou County ROP,ROC/ROP,http://sisnet.ssku.k12.ca.us,(530) 842-6155,No Data,kgreene@sisnet.ssku.k12.ca.us,Kim Greene,No Data,No Data,,,,
FALSE,,Siskiyou,Happy Camp High,High Schools (Public),No Data,(530) 493-2697,No Data,agaragarza@sisuhsd.net,Alfonso Garagarza,(530) 493-2697,1602,,,,
FALSE,,Siskiyou,McCloud High,High Schools (Public),No Data,(530) 964-2181,No Data,ysanchez-alves@sisuhsd.net,Yolanda Sanchez-Alves,(530) 925-3670,No Data,,,,
FALSE,,Siskiyou,Mount Shasta High,High Schools (Public),No Data,(530) 926-2614,No Data,rwolmar@sisuhsd.net,Rachel Wolmar,(530) 926-2614,3004,,,,
FALSE,,Siskiyou,Siskiyou Adult,Adult Education Centers,No Data,(530) 964-2181,No Data,ysanchez-alves@sisuhsd.net,Yolanda Sanchez-Alves,(530) 925-3670,No Data,,,,
FALSE,,Siskiyou,Weed High,High Schools (Public),No Data,(530) 938-4774,No Data,ddewhurst@sisuhsd.net,Danielle Dewhurst,(530) 938-4774,2004,,,,
FALSE,,Siskiyou,Weed Elementary,Elemen Schools In 1 School Dist. (Public),www.weedelementaryschool.com,(530) 938-2715,No Data,jray@weedelem.k12.ca.us,Jon Ray,(530) 938-2715,No Data,,,,
FALSE,,Siskiyou,Wyeka Vista Community Day School,District Community Day Schools,www.weedelementaryschool.com/,(530) 938-2715,No Data,jray@weedelem.k12.ca.us,Jon Ray,(530) 938-2715,No Data,,,,
FALSE,,Siskiyou,Willow Creek Elementary,Elemen Schools In 1 School Dist. (Public),No Data,(530) 459-3313,No Data,lbrandts@willowcreek.k12.ca.us,Linda Brandts,(530) 459-3313,202,,,,
FALSE,,Siskiyou,Covenant Chapel Bible Academy,K-12 Schools (Private),No Data,(530) 842-1852,No Data,jjhige1@netzero.net,John Higelin,No Data,No Data,,,,
FALSE,,Siskiyou,Evergreen Elementary,Elementary Schools (Public),www.yrekausd.net,(530) 842-4912,No Data,adunlap@yrekausd.net,Amy Dunlap,(530) 842-4912,No Data,,,,
FALSE,,Siskiyou,Gold Street Elementary,Elementary Schools (Public),No Data,(530) 842-1002,No Data,adunlap@yrekausd.net,Amy Dunlap,(530) 842-1168,101,,,,
FALSE,,Siskiyou,Jackson Street Elementary,Elementary Schools (Public),www.yrekausd.net,(530) 842-3561,No Data,sfussell@yrekausd.net,Stacy Fussell,(530) 842-3561,443,,,,
FALSE,,Siskiyou,Yreka Adventist Christian School,K-12 Schools (Private),No Data,(530) 842-7071,No Data,linda.lamb@nccsda.com,Linda Lamb,No Data,No Data,,,,
FALSE,,Siskiyou,Yreka Community Day,District Community Day Schools,www.yrekausd.net,(530) 842-3561,No Data,sfussell@yrekausd.net,Stacy Fussell,(530) 842-3561,443,,,,
FALSE,,Siskiyou,Discovery High,Continuation High Schools,https://yrekauhsd.cyberschool.com/dhs/,(530) 842-1659,No Data,ghanon@yuhsd.net,Garren Hanon,(530) 842-1659,No Data,,,,
FALSE,,Siskiyou,Yreka High,High Schools (Public),https://yrekauhsd.cyberschool.com/yhs/,(530) 842-2521,100,bcox@yuhsd.net,Rhonda Daws,(530) 842-6151,113,,,,
FALSE,,Siskiyou,Yreka Union High Adult,Adult Education Centers,No Data,(530) 842-3988,No Data,jcarr@yuhsd.net,Joshua Carr,(530) 842-3988,150,,,,
FALSE,,Siskiyou,Yreka Union High Community Day,District Community Day Schools,No Data,(530) 842-1659,304,ghanon@yuhsd.net,Garren Hanon,(530) 842-1659,304,,,,
FALSE,,Solano,Benicia High,High Schools (Public),www.beniciaunified.org/bhs,(707) 747-8325,No Data,bkleinschmidt@beniciaunified.org,Brianna Kleinschmidt,(707) 747-8325,2307,,,,
FALSE,,Solano,Benicia Middle,Intermediate/Middle Schools (Public),No Data,(707) 747-8340,No Data,marknelson@beniciaunified.org,Mark Nelson,(707) 748-2808,No Data,,,,
FALSE,,Solano,Joe Henderson Elementary,Elementary Schools (Public),No Data,(707) 747-8370,No Data,cbellanti@beniciaunified.org,Catherine Bellanti,(707) 747-8390,2500,,,,
FALSE,,Solano,Liberty High,Continuation High Schools,No Data,(707) 747-8323,No Data,klewis@beniciaunified.org,Kimberly Romiski,(707) 747-8323,No Data,,,,
FALSE,,Solano,Mary Farmar Elementary,Elementary Schools (Public),No Data,(707) 747-8350,No Data,rflemming@beniciaunified.org,Rhonda Flemming,(707) 747-8350,No Data,,,,
FALSE,,Solano,Matthew Turner Elementary,Elementary Schools (Public),No Data,(707) 747-8390,No Data,sslater@beniciaunified.org,Stephen Slater,(707) 747-8390,No Data,,,,
FALSE,,Solano,Robert Semple Elementary,Elementary Schools (Public),No Data,(707) 747-8360,No Data,cmoore@beniciaunified.org,Christina Moore,(707) 747-8360,No Data,,,,
FALSE,,Solano,St. Dominic,Elementary School (Private),www.sdschoolbenicia.org,(707) 745-1266,No Data,pogden@sdschoolbenicia.org,Penny Ogden,No Data,No Data,,,,
FALSE,,Solano,Anderson (Linford L.) Elementary,Elementary Schools (Public),www.dixonusd.org/anderson/,(707) 693-6360,No Data,mele.blackstone@dixonusd.org,Mele Blackstone,(707) 693-6360,6013,,,,
FALSE,,Solano,Chesterton Academy at Valley of the Sacred Heart,High Schools (Private),www.valleyofthesacredheart.com,(530) 574-0804,No Data,csimpson@cavsh.org,Chris Simpson,No Data,No Data,,,,
FALSE,,Solano,Countryside Schoolhouse,Elementary School (Private),No Data,Information Redacted,No Data,melindamenezes7@gmail.com,Melinda Menezes,No Data,No Data,,,,
FALSE,,Solano,Dixon Community Day,District Community Day Schools,www.dixonusd.org,(707) 693-6340,No Data,angelina.arias@dixonusd.org,Angelina Arias,(707) 693-6340,No Data,,,,
FALSE,,Solano,Dixon High,High Schools (Public),https://www.dixonusd.org/dhs/,(707) 693-6330,No Data,angela.brown@dixonusd.org,Angela Brown,(707) 693-6330,No Data,,,,
FALSE,,Solano,Dixon Montessori Charter,Elementary Schools (Public),www.dixonmontessori.org,(707) 678-8953,No Data,bernest@dixonmontessori.org,Benjamin Ernest,(707) 678-8953,No Data,,,,
FALSE,,Solano,Gretchen Higgins Elementary,Elementary Schools (Public),https://www.dixonusd.org/higgins/,(707) 693-6380,No Data,gina.llamas-cruz@dixonusd.org,Gina Llamas-Cruz,(707) 693-6380,No Data,,,,
FALSE,,Solano,John Knight Middle,Intermediate/Middle Schools (Public),www.dixonusd.org/jkms/,(707) 693-6350,No Data,bob.bugalski@dixonusd.org,Bob Bugalski,(707) 693-6350,No Data,,,,
FALSE,,Solano,Maine Prairie High (Continuation),Continuation High Schools,https://www.dixonusd.org/mphs/,(707) 693-6340,No Data,angelina.arias@dixonusd.org,Angelina Arias,(707) 693-6340,No Data,,,,
FALSE,,Solano,Neighborhood Christian School,Elementary School (Private),www.neighborhoodchristian.org,(707) 678-9336,No Data,info@neighborhoodchristian.org,Mica Siebert,No Data,No Data,,,,
FALSE,,Solano,Tremont Elementary,Elementary Schools (Public),https://www.dixonusd.org/tremont/,(707) 693-6320,No Data,treva.foster@dixonusd.org,Treva Foster,(707) 693-6320,No Data,,,,
FALSE,,Solano,Valley of the Sacred Heart Academy,K-12 Schools (Private),www.valleyofthesacredheart.com,(530) 574-0804,No Data,csimpson@cavsh.org,Chris Simpson,No Data,No Data,,,,
FALSE,,Solano,A+ homeschool,K-12 Schools (Private),No Data,Information Redacted,No Data,jenniferndosstannehill9@gmail.com,Doss Tannehill,No Data,No Data,,,,
FALSE,,Solano,Angelo Rodriguez High,High Schools (Public),www.fsusd.org,(707) 863-7950,No Data,kristenc@fsusd.org,Kristen Cherry,(707) 863-7950,No Data,,,,
FALSE,,Solano,Anna Kyle Elementary,Elementary Schools (Public),www.fsusd.org,(707) 421-4105,No Data,veronicac@fsusd.org,Veronica Carrasco,(707) 421-4105,No Data,,,,
FALSE,,Solano,Armijo High,High Schools (Public),www.fsusd.org,(707) 422-7500,No Data,matthewp@fsusd.org,Matthew Powell,(707) 422-7500,No Data,,,,
FALSE,,Solano,B. Gale Wilson Middle,Elementary Schools (Public),www.fsusd.org,(707) 421-4225,No Data,mirelr@fsusd.org,Mirel Rivera,(707) 421-4225,No Data,,,,
FALSE,,Solano,Cleo Gordon Elementary,Elementary Schools (Public),www.fsusd.org,(707) 421-4125,No Data,dalalm@fsusd.org,Dalal Mansour,(707) 421-4125,No Data,,,,
FALSE,,Solano,Cordelia Hills Elementary,Elementary Schools (Public),www.fsusd.org,(707) 864-1905,No Data,megand@fsusd.org,Megan Thole,(707) 864-1905,No Data,,,,
FALSE,,Solano,Crescent Elementary,Elementary Schools (Public),www.fsusd.org,(707) 435-2771,No Data,jodiep@fsusd.org,Jodie Phan,(707) 428-1536,No Data,,,,
FALSE,,Solano,Crystal Middle,Intermediate/Middle Schools (Public),www.fsusd.org,(707) 435-5800,No Data,karinac@fsusd.org,Karina Colantoni,(707) 435-5800,No Data,,,,
FALSE,,Solano,Dan O. Root Elementary,Elementary Schools (Public),www.fsusd.org,(707) 421-4240,No Data,larissas@fsusd.org,Larissa Sherrod,(707) 421-4240,No Data,,,,
FALSE,,Solano,Dover Elementary,Elementary Schools (Public),www.fsusd.org,(707) 435-3794,No Data,vickiej@fsusd.org,Vickie Johnson,(707) 435-3794,No Data,,,,
FALSE,,Solano,E. Ruth Sheldon Academy of Innovative Learning,Elementary Schools (Public),www.fsusd.org,(707) 421-4150,No Data,lisalew@fsusd.org,Lisa Lewis,(707) 421-4150,No Data,,,,
FALSE,,Solano,Fairfield Christian School,K-12 Schools (Private),www.fcslions.com,(707) 427-2665,No Data,office@fcslions.com,Jacob Voyce,No Data,No Data,,,,
FALSE,,Solano,Fairfield High,High Schools (Public),www.fsusd.org,(707) 438-3000,No Data,rebeccaca@fsusd.org,Rebecca Campion,(707) 438-3015,No Data,,,,
FALSE,,Solano,Fairfield-Suisun Adult,Adult Education Centers,www.fsusd.org,(707) 421-4155,No Data,elizabethk@fsusd.org,Elizabeth Kolakoski,(707) 421-4155,No Data,,,,
FALSE,,Solano,Fairview Elementary,Elementary Schools (Public),www.fsusd.org,(707) 421-4165,No Data,candacewi@fsusd.org,Candace Wills,(707) 421-4165,No Data,,,,
FALSE,,Solano,Grange Middle,Intermediate/Middle Schools (Public),www.fsusd.org,(707) 438-1900,No Data,heatheroj@fsusd.org,Heather Oja,(707) 438-1900,No Data,,,,
FALSE,,Solano,Green Valley Middle,Intermediate/Middle Schools (Public),www.fsusd.org,(707) 646-7000,No Data,stevetr@fsusd.org,Steve Trotter,(707) 646-7000,No Data,,,,
FALSE,,Solano,H. Glenn Richardson,Special Education Schools (Public),www.fsusd.org,(707) 420-2300,No Data,,Gary Hiner,(707) 420-2300,No Data,,,,
FALSE,,Solano,K. I. Jones Elementary,Elementary Schools (Public),www.fsusd.org,(707) 421-4195,No Data,kristan@fsusd.org,Krista Nichols,(707) 421-4195,No Data,,,,
FALSE,,Solano,Laurel Creek Elementary,Elementary Schools (Public),www.fsusd.org,(707) 421-4291,No Data,luciusm@fsusd.org,Lucius McKelvy,(707) 421-4291,No Data,,,,
FALSE,,Solano,Mary Bird Early Childhood Education Center,Preschool,www.fsusd.org,(707) 438-3684,No Data,annaman@fsusd.org,Anna Mansker,(707) 435-2771,No Data,,,,
FALSE,,Solano,Matt Garcia Career and College Academy,Alternative Schools of Choice,www.fsusd.org,(707) 424-9400,No Data,shabanaj@fsusd.org,Shabana Johnson,(707) 424-9400,No Data,,,,
FALSE,,Solano,Nelda Mundy Elementary,Elementary Schools (Public),www.fsussd.org,(707) 863-7920,No Data,juliesm@fsusd.org,Julie Smith,(707) 863-7290,No Data,,,,
FALSE,,Solano,Oakbrook Academy of the Arts,Elementary Schools (Public),www.fsusd.org,(707) 863-7930,No Data,aimeem@fsusd.org,Aimee McGinty,(707) 863-7930,No Data,,,,
FALSE,,Solano,Public Safety Academy,Alternative Schools of Choice,www.fsusd.org,(707) 421-3933,No Data,jasonf@fsusd.org,Jason Fischer,(707) 421-3933,No Data,,,,
FALSE,,Solano,Rolling Hills Elementary,Elementary Schools (Public),www.fsusd.org,(707) 399-9566,No Data,dannyg@fsusd.org,Danny Gentry,(707) 399-9566,No Data,,,,
FALSE,,Solano,Sem Yeto Continuation High,Continuation High Schools,www.fsusd.org,(707) 438-3170,No Data,johnmc@fsusd.org,John McMorris,(707) 438-3170,No Data,,,,
FALSE,,Solano,Sierra School of Solano,K-12 Schools (Private),www.sesischools.com,(707) 453-6227,No Data,nps@cde.ca.gov,Jenelle Droke,No Data,No Data,,,,
FALSE,,Solano,Solano Christian Academy,Elementary School (Private),https://www.solanocenter.org/solanochristianacademy,(707) 425-7715,No Data,info@solanochristianacademy.org,John Reed,No Data,No Data,,,,
FALSE,,Solano,Spectrum Center Schools and Programs Solano Campus,Ungraded Schools (Private),https://www.spectrumschools.com/location/solano/,(707) 344-3246,No Data,nps@cde.ca.gov,Tanisha Williams,No Data,No Data,,,,
FALSE,,Solano,Suisun Elementary,Elementary Schools (Public),www.fsusd.org,(707) 421-4210,No Data,cathyc@fsusd.org,Cathy Chan,(707) 421-4210,No Data,,,,
FALSE,,Solano,Suisun Valley Elementary,Elementary Schools (Public),www.fsusd.org,(707) 421-4338,No Data,tessapr@fsusd.org,Tessa Pryor,(707) 421-4338,No Data,,,,
FALSE,,Solano,Sullivan Language Immersion Academy,Alternative Schools of Choice,www.fsusd.org,(707) 366-0685,No Data,danielga@fsusd.org,Daniel Garcia,(707) 366-0685,No Data,,,,
FALSE,,Solano,Tolenas Elementary,Elementary Schools (Public),www.fsusd.org,(707) 421-4350,No Data,lisad@fsusd.org,Lisa Juchcinski-Davis,(707) 421-4350,No Data,,,,
FALSE,,Solano,Virtual Academy of Fairfield-Suisun,Alternative Schools of Choice,www.fsusd.org,(707) 438-6973,No Data,colleenh@fsusd.org,Colleen Hutchinson,(707) 438-6973,No Data,,,,
FALSE,,Solano,Weir Preparatory Academy,Elementary Schools (Public),www.fsusd.org,(707) 399-3300,No Data,alisong@fsusd.org,Alison Guernsey,(707) 399-3300,No Data,,,,
FALSE,,Solano,Elite Public,K-12 Schools (Public),www.elitepublicschools.org,(707) 652-3142,No Data,bholmes@edtec.com,Ramona Bishop,(916) 284-0909,No Data,,,,
FALSE,,Solano,Solano County Community,County Community,www.solanocoe.net,(707) 399-4840,No Data,vgarrett@solanocoe.net,Valerie Garrett,(707) 399-4876,No Data,,,,
FALSE,,Solano,Solano County Juvenile Detention Facility - Evergreen Academy,Juvenile Court Schools,www.solanocoe.net,(707) 399-4840,No Data,vgarrett@solanocoe.net,Valerie Garrett,(707) 399-4876,No Data,,,,
FALSE,,Solano,Solano County Special Education,Special Education Schools (Public),www.solanocoe.net,(707) 399-4867,No Data,sdill@solanocoe.net,Siobhan Dill,(707) 399-4866,No Data,,,,
FALSE,,Solano,Cambridge Elementary,Elementary Schools (Public),https://cambridge.travisusd.org/,(707) 446-9494,No Data,pdhillon@travisusd.org,Primal Dhillon,(707) 446-9494,400,,,,
FALSE,,Solano,Center Elementary,Elementary Schools (Public),https://center.travisusd.org/,(707) 437-4621,No Data,jgreenway@travisusd.org,Jennifer Greenway,(707) 437-4621,2105,,,,
FALSE,,Solano,Foxboro Elementary,Elementary Schools (Public),https://foxboro.travisusd.org/,(707) 447-7883,No Data,kandrews@travisusd.org,Kristyn Andrews,(707) 447-7883,6104,,,,
FALSE,,Solano,Golden West Middle,Intermediate/Middle Schools (Public),https://goldenwest.travisusd.org/,(707) 437-8240,No Data,sportugal@travisusd.org,Sarah Portugal,(707) 437-8240,No Data,,,,
FALSE,,Solano,P3 ACADEMY SCHOOLS,Elementary School (Private),WWW.wofccfairfield.com,(707) 437-2257,No Data,nps@cde.ca.gov,Melba-Jean Nears,No Data,No Data,,,,
FALSE,,Solano,Scandia Elementary,Elementary Schools (Public),https://scandia.travisusd.org/,(707) 437-4691,No Data,jbuzolich@travisusd.org,Jennifer Buzolich,(707) 437-4691,No Data,,,,
FALSE,,Solano,Travis Community Day,District Community Day Schools,No Data,(707) 437-8265,No Data,jpreston@travisusd.org,Janelle Preston,(707) 437-8265,9166,,,,
FALSE,,Solano,Travis Education Center,Continuation High Schools,https://tec.travisusd.org/,(707) 437-8265,No Data,jpreston@travisusd.org,Janelle Preston,(707) 437-8265,9166,,,,
FALSE,,Solano,Travis Elementary,Elementary Schools (Public),https://traviselem.travisusd.org/,(707) 437-2070,No Data,ldalske@travisusd.org,Lindsay Dalske,(707) 437-2070,406,,,,
FALSE,,Solano,Vanden High,High Schools (Public),https://vanden.travisusd.org/,(707) 437-7333,No Data,kshields@travisusd.org,Kristin Shields,(707) 437-7333,8002,,,,
FALSE,,Solano,Above and Beyond Kindergarten,Kindergartens (Private),No Data,(707) 386-3171,No Data,nps@cde.ca.gov,Paula Rowland,No Data,No Data,,,,
FALSE,,Solano,Alamo Elementary,Elementary Schools (Public),http://alamo.vacavilleusd.org,(707) 453-6200,No Data,derekw@vacavilleusd.org,Derek Wickliff,(707) 453-6200,No Data,,,,
FALSE,,Solano,Bartsch's School of Art,K-12 Schools (Private),No Data,(707) 317-0151,No Data,jenbartsch@gmail.com,Jennifer Bartsch,No Data,No Data,,,,
FALSE,,Solano,Bethany Lutheran,Elementary School (Private),www.GoBethany.com,(707) 451-6683,No Data,nps@cde.ca.gov,Paula Rush,No Data,No Data,,,,
FALSE,,Solano,Browns Valley Elementary,Elementary Schools (Public),http://brownsvalley.vacavilleusd.org,(707) 453-6205,No Data,traciw@vacavilleusd.org,Traci White,(916) 997-0104,No Data,,,,
FALSE,,Solano,Buckingham Collegiate Charter Academy,High Schools (Public),http://buckingham.vacavilleusd.org,(707) 453-7300,No Data,samanthaw@vacavilleusd.org,Samantha Working,(707) 453-7300,No Data,,,,
